StateAbbr,StateDesc,CountyName,CountyFIPS,Geolocation,TotalPopulation,TotalPop18plus,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI
OH,Ohio,Hancock,39063,POINT (-83.6664968686287 41.0019198179089),74861,58728,37.4,"(32.6, 42.8)",38.1,"(33.3, 43.5)"
TX,Texas,Throckmorton,48447,POINT (-99.2123602088417 33.1775038104692),1550,1190,35.6,"(32.4, 38.7)",37.8,"(34.6, 41.1)"
LA,Louisiana,Union,22111,POINT (-92.374694641068 32.8316386036806),20721,16278,39.4,"(32.3, 46.5)",41.2,"(34.0, 48.5)"
WA,Washington,Douglas,53017,POINT (-119.691353473544 47.7364517170948),44192,33583,29.0,"(24.2, 34.1)",29.9,"(25.0, 35.1)"
MI,Michigan,Mecosta,26107,POINT (-85.3245437468865 43.6407663008844),40720,32922,34.5,"(28.2, 41.2)",35.9,"(29.5, 42.7)"
GA,Georgia,Berrien,13019,POINT (-83.2290045854325 31.2755410345454),18214,13988,36.1,"(29.7, 42.9)",36.9,"(30.5, 43.9)"
KY,Kentucky,Grant,21081,POINT (-84.6244499110899 38.6486144764892),25502,18774,41.3,"(34.4, 48.7)",42.0,"(35.0, 49.3)"
SD,South Dakota,Brookings,46011,POINT (-96.7905861883825 44.3697353711852),35484,28111,30.0,"(26.6, 33.8)",31.4,"(27.9, 35.3)"
MS,Mississippi,Simpson,28127,POINT (-89.9198481400009 31.9130976911901),25587,19705,35.1,"(28.6, 42.2)",36.2,"(29.6, 43.4)"
ID,Idaho,Bingham,16011,POINT (-112.398339286311 43.2166155233315),49923,35421,33.3,"(27.9, 38.9)",33.9,"(28.4, 39.5)"
KY,Kentucky,Magoffin,21153,POINT (-83.0646682588275 37.7056860924685),11357,8811,42.9,"(35.9, 50.3)",43.9,"(36.9, 51.3)"
SD,South Dakota,Lake,46079,POINT (-97.129188264619 44.0219326710589),10972,8804,30.5,"(24.5, 37.1)",33.0,"(26.7, 39.9)"
ME,Maine,Oxford,23017,POINT (-70.7565587032963 44.4994517521229),59495,49166,33.2,"(29.0, 37.6)",34.3,"(30.1, 38.8)"
IL,Illinois,Putnam,17155,POINT (-89.28567193027 41.2043746603527),5572,4516,33.5,"(26.5, 41.1)",35.4,"(28.0, 43.2)"
VA,Virginia,Wythe,51197,POINT (-81.0790579702724 36.9168645148652),28111,22695,33.0,"(26.8, 39.2)",34.5,"(28.2, 40.8)"
TN,Tennessee,Cheatham,47021,POINT (-87.0865972682004 36.2615325134934),41830,33043,37.8,"(30.6, 45.4)",38.1,"(31.0, 45.7)"
SD,South Dakota,Marshall,46091,POINT (-97.5986032728559 45.758611768043),4374,3314,29.2,"(23.2, 36.0)",30.7,"(24.4, 37.7)"
UT,Utah,Morgan,49029,POINT (-111.573589003026 41.0886356094677),12832,8559,35.6,"(29.1, 42.5)",35.8,"(29.3, 42.7)"
NE,Nebraska,Boyd,31015,POINT (-98.7660858450146 42.8996687200276),1741,1419,27.9,"(21.9, 34.3)",30.9,"(24.4, 37.6)"
OH,Ohio,Licking,39089,POINT (-82.4830744738759 40.0915299705467),181359,140209,37.5,"(31.9, 42.8)",38.4,"(32.8, 43.9)"
MO,Missouri,Daviess,29061,POINT (-93.9856225392592 39.9608907797311),8435,6339,37.6,"(30.6, 45.0)",39.3,"(32.2, 46.9)"
OR,Oregon,Grant,41023,POINT (-119.00717682672 44.49127038396),7218,5909,31.0,"(24.7, 38.2)",33.6,"(27.0, 41.0)"
KY,Kentucky,Elliott,21063,POINT (-83.0976565838469 38.1191036910369),7293,6068,40.6,"(31.8, 49.8)",41.4,"(32.6, 50.7)"
NC,North Carolina,Anson,37007,POINT (-80.1026872705448 34.9736529585894),22202,17846,39.7,"(32.4, 47.2)",41.0,"(33.5, 48.6)"
LA,Louisiana,Tangipahoa,22105,POINT (-90.4054384454743 30.6268255667228),137048,103880,38.6,"(33.7, 44.7)",39.2,"(34.3, 45.3)"
TX,Texas,Jasper,48241,POINT (-94.024938176816 30.743798480651),32484,24946,40.5,"(33.4, 48.1)",42.2,"(35.0, 50.0)"
OK,Oklahoma,Osage,40113,POINT (-96.3986287125622 36.6293205583232),45839,36412,36.5,"(30.0, 43.4)",37.7,"(31.1, 44.8)"
MT,Montana,Garfield,30033,POINT (-106.993015201979 47.277695179485),1218,943,30.9,"(24.7, 37.8)",32.5,"(26.0, 39.6)"
WV,West Virginia,Berkeley,54003,POINT (-78.0272689900364 39.4644546313415),129490,99937,36.2,"(30.9, 41.3)",36.4,"(31.2, 41.6)"
GA,Georgia,Turner,13287,POINT (-83.6240607423052 31.7163577811279),8842,6632,41.8,"(34.4, 49.0)",43.2,"(35.7, 50.5)"
TX,Texas,Grimes,48185,POINT (-95.9857958270948 30.543616879783),30754,23833,39.3,"(30.6, 48.6)",40.5,"(31.6, 49.8)"
KS,Kansas,Morris,20127,POINT (-96.6500910404182 38.6874412816542),5349,4234,32.8,"(26.5, 39.7)",34.8,"(28.4, 42.0)"
TX,Texas,Knox,48275,POINT (-99.7414172511537 33.6061582190802),3273,2397,38.3,"(33.6, 43.5)",39.8,"(34.9, 45.0)"
ME,Maine,Knox,23013,POINT (-69.1529439629705 44.1244743219944),41164,34265,29.1,"(25.4, 33.3)",31.0,"(27.0, 35.4)"
IN,Indiana,Starke,18149,POINT (-86.6477599855735 41.2809061260175),23258,18069,39.2,"(32.8, 45.7)",40.8,"(34.3, 47.4)"
IA,Iowa,Appanoose,19007,POINT (-92.8685276330916 40.7431944324704),12094,9469,31.9,"(25.3, 39.5)",33.5,"(26.7, 41.2)"
ID,Idaho,Minidoka,16067,POINT (-113.637539859749 42.8540795007732),22194,15922,33.0,"(26.6, 39.1)",34.0,"(27.5, 40.1)"
SC,South Carolina,Florence,45041,POINT (-79.702657948417 34.024373011264),136721,104673,37.4,"(32.5, 42.4)",38.2,"(33.1, 43.2)"
ND,North Dakota,Bottineau,38009,POINT (-100.833207106085 48.7921188986566),6376,4970,33.1,"(27.0, 39.6)",34.9,"(28.6, 41.5)"
SD,South Dakota,Todd,46121,POINT (-100.718413378982 43.1933890793719),9220,5401,40.3,"(35.0, 45.6)",40.2,"(34.8, 45.3)"
TX,Texas,Archer,48009,POINT (-98.687690972691 33.6153652781023),8835,6869,35.5,"(28.7, 43.0)",36.6,"(29.7, 44.1)"
IL,Illinois,Mercer,17131,POINT (-90.7412554728013 41.2053038911071),15504,12302,34.7,"(27.7, 42.7)",36.0,"(28.8, 44.1)"
IN,Indiana,Elkhart,18039,POINT (-85.8587533733708 41.5974196705107),206890,151178,36.1,"(31.3, 41.0)",36.9,"(32.1, 42.0)"
IA,Iowa,Worth,19195,POINT (-93.2608487559082 43.3773939614585),7319,5797,32.3,"(26.1, 39.4)",33.5,"(27.2, 40.8)"
NE,Nebraska,Sarpy,31153,POINT (-96.1117019228892 41.1130904010973),196553,145286,33.5,"(29.3, 37.7)",33.7,"(29.5, 37.9)"
KS,Kansas,Greenwood,20073,POINT (-96.2327016576349 37.8774183333245),5939,4658,35.0,"(28.3, 42.2)",36.4,"(29.6, 43.8)"
VA,Virginia,Sussex,51183,POINT (-77.2619862677843 36.9217516130991),10680,8989,43.7,"(36.7, 50.7)",44.3,"(37.2, 51.3)"
OH,Ohio,Summit,39153,POINT (-81.5321556359145 41.1259055177579),535882,426254,37.6,"(33.9, 41.2)",39.2,"(35.5, 42.9)"
OR,Oregon,Multnomah,41051,POINT (-122.414965303499 45.5465894638221),795083,656989,28.7,"(25.4, 32.3)",28.6,"(25.3, 32.3)"
OK,Oklahoma,Choctaw,40023,POINT (-95.5526898932079 34.0264652841827),14358,10797,37.0,"(30.1, 44.2)",38.4,"(31.3, 45.7)"
KS,Kansas,Comanche,20033,POINT (-99.2713364764272 37.1911879051911),1681,1298,33.1,"(26.6, 40.1)",35.3,"(28.7, 42.6)"
MI,Michigan,Lenawee,26091,POINT (-84.0663547898499 41.8951017478988),98567,78539,36.4,"(31.9, 42.7)",37.7,"(33.1, 44.0)"
NC,North Carolina,Camden,37029,POINT (-76.2049603642896 36.3863407828493),11088,8570,33.5,"(26.9, 41.1)",33.9,"(27.2, 41.5)"
CO,Colorado,Rio Grande,8105,POINT (-106.383128191215 37.5823404971602),11325,8929,30.1,"(23.9, 36.7)",31.5,"(25.2, 38.3)"
VA,Virginia,Manassas,51683,POINT (-77.4858696621764 38.7460305187205),42642,31507,37.2,"(30.1, 44.5)",37.0,"(30.0, 44.3)"
LA,Louisiana,Franklin,22041,POINT (-91.6739766848067 32.1329415542491),19308,14461,40.4,"(33.6, 47.9)",41.8,"(34.8, 49.4)"
TX,Texas,San Patricio,48409,POINT (-97.5188987733639 28.0098227496439),69954,51851,41.1,"(34.8, 47.5)",41.7,"(35.4, 48.1)"
MT,Montana,Sweet Grass,30097,POINT (-109.940540765748 45.81473743028),3715,3013,29.8,"(23.6, 36.1)",31.5,"(25.2, 38.0)"
GA,Georgia,Charlton,13049,POINT (-82.1375085665109 30.781754397392),12781,10496,42.2,"(35.3, 49.6)",42.8,"(35.8, 50.1)"
ND,North Dakota,Cavalier,38019,POINT (-98.4646935090672 48.7723779711698),3597,2781,30.2,"(23.5, 36.8)",32.5,"(25.5, 39.3)"
KS,Kansas,Pratt,20151,POINT (-98.7391598966299 37.6478610031507),9067,6921,32.0,"(26.3, 38.0)",33.8,"(28.0, 40.0)"
IN,Indiana,Miami,18103,POINT (-86.045101263622 40.7694967091827),35674,28263,36.9,"(30.4, 44.0)",38.1,"(31.5, 45.2)"
NE,Nebraska,Polk,31143,POINT (-97.5682104785757 41.1868788654639),5166,3987,29.9,"(23.9, 36.3)",31.5,"(25.3, 38.2)"
MO,Missouri,Cole,29051,POINT (-92.2817259029036 38.5058485320445),76969,60209,35.7,"(29.6, 42.1)",36.8,"(30.6, 43.3)"
MI,Michigan,Clinton,26037,POINT (-84.6015552625683 42.9436867902177),79748,62889,29.4,"(23.6, 34.9)",30.0,"(24.2, 35.7)"
IL,Illinois,DuPage,17043,POINT (-88.0856542042862 41.8520411795759),920901,720511,34.5,"(29.5, 40.0)",35.4,"(30.3, 40.9)"
NV,Nevada,White Pine,32033,POINT (-114.901647765037 39.4423250003683),8788,7008,37.2,"(30.3, 44.8)",38.3,"(31.2, 45.9)"
SD,South Dakota,Moody,46101,POINT (-96.6708077105254 44.0221484139068),6349,4709,31.0,"(24.6, 38.1)",32.3,"(25.8, 39.5)"
PA,Pennsylvania,Bradford,42015,POINT (-76.5155111278347 41.7887110958834),59866,46750,37.1,"(30.7, 43.9)",38.8,"(32.2, 45.6)"
WY,Wyoming,Johnson,56019,POINT (-106.584820119499 44.0396656597518),8730,6936,29.9,"(23.9, 36.7)",31.3,"(25.1, 38.3)"
GA,Georgia,Cook,13075,POINT (-83.4302684061787 31.1543623061058),17404,13042,39.7,"(33.0, 46.5)",40.6,"(33.8, 47.5)"
TX,Texas,Lynn,48305,POINT (-101.816284702965 33.1766927653914),5724,4153,38.7,"(31.6, 46.0)",39.3,"(32.2, 46.7)"
OK,Oklahoma,McClain,40087,POINT (-97.4447724910511 35.0093319713623),45306,34083,37.7,"(31.5, 44.2)",38.2,"(32.0, 44.7)"
GA,Georgia,Seminole,13253,POINT (-84.8685083856567 30.9386333289303),9127,7325,38.7,"(31.5, 46.2)",41.0,"(33.5, 48.5)"
LA,Louisiana,Livingston,22063,POINT (-90.7278404425873 30.4403728498573),148425,110991,38.2,"(32.5, 43.9)",38.4,"(32.7, 44.1)"
NV,Nevada,Eureka,32011,POINT (-116.268747131157 39.984346172115),1863,1455,36.6,"(29.3, 44.2)",37.1,"(29.8, 44.8)"
PA,Pennsylvania,Montour,42093,POINT (-76.6587680247033 41.0276252587519),18091,14496,36.6,"(29.5, 44.0)",38.0,"(30.7, 45.5)"
PA,Pennsylvania,Greene,42059,POINT (-80.2228180452951 39.8538038368739),34663,28028,38.9,"(31.5, 46.4)",40.4,"(32.9, 47.9)"
GA,Georgia,Dawson,13085,POINT (-84.171002262823 34.444384268494),30138,24167,30.8,"(25.0, 37.0)",31.5,"(25.6, 37.8)"
SD,South Dakota,Hamlin,46057,POINT (-97.1882937683858 44.6736172154631),6352,4252,31.0,"(25.4, 36.9)",31.8,"(26.1, 37.8)"
VA,Virginia,Smyth,51173,POINT (-81.5375981611673 36.8438123739006),29449,23831,38.0,"(31.5, 44.7)",39.6,"(33.0, 46.4)"
NE,Nebraska,Deuel,31049,POINT (-102.333875411547 41.111543648751),1902,1505,30.5,"(24.3, 37.3)",31.9,"(25.5, 38.8)"
ND,North Dakota,Sheridan,38083,POINT (-100.345586051692 47.5755243498147),1295,1048,30.0,"(23.8, 36.4)",33.9,"(27.3, 40.7)"
NE,Nebraska,Hayes,31085,POINT (-101.061633425923 40.5244786517051),849,640,30.5,"(24.2, 37.6)",32.6,"(26.0, 40.0)"
NC,North Carolina,Orange,37135,POINT (-79.1206058027686 36.0613413706585),150477,122960,29.0,"(24.0, 34.5)",30.6,"(25.5, 36.3)"
TX,Texas,Camp,48063,POINT (-94.9789217135822 32.9735287736727),12716,9364,38.9,"(31.6, 46.3)",40.2,"(32.8, 47.7)"
KY,Kentucky,Taylor,21217,POINT (-85.328384341449 37.3663748425833),26407,20420,40.1,"(33.0, 47.5)",41.5,"(34.2, 48.9)"
OK,Oklahoma,Cotton,40033,POINT (-98.3721992106375 34.2900586392925),5477,4206,38.2,"(30.9, 45.2)",39.6,"(32.2, 46.7)"
WV,West Virginia,Upshur,54097,POINT (-80.2337280101355 38.8975319884368),23712,18917,39.4,"(33.0, 45.9)",40.9,"(34.5, 47.6)"
TX,Texas,Denton,48121,POINT (-97.116782971613 33.2055820365449),977281,750946,35.8,"(31.4, 40.4)",35.4,"(31.1, 40.0)"
TX,Texas,Real,48385,POINT (-99.8220072402016 29.831458200288),2840,2335,37.2,"(30.1, 44.7)",39.7,"(32.3, 47.4)"
MA,Massachusetts,Barnstable,25001,POINT (-70.2900437375163 41.7233065590504),232457,200320,29.5,"(25.3, 34.2)",32.5,"(28.0, 37.4)"
IA,Iowa,Floyd,19067,POINT (-92.7890145579798 43.05993845493),15337,11812,31.0,"(24.9, 37.3)",32.5,"(26.2, 38.9)"
AR,Arkansas,Pike,5109,POINT (-93.6567760728936 34.1639175444477),10179,7920,39.3,"(32.3, 46.8)",40.9,"(33.8, 48.5)"
MS,Mississippi,Yalobusha,28161,POINT (-89.7073616275877 34.0281800433825),12364,9672,36.8,"(30.2, 43.9)",38.4,"(31.7, 45.7)"
AL,Alabama,Hale,1065,POINT (-87.6288617663726 32.7624422973756),14595,11112,43.9,"(36.6, 51.2)",44.9,"(37.6, 52.3)"
AL,Alabama,Houston,1069,POINT (-85.3024748570754 31.153023163546),108079,83692,39.0,"(33.1, 45.0)",40.4,"(34.4, 46.4)"
MI,Michigan,Kent,26081,POINT (-85.5493053557881 43.0321488100152),659083,506192,32.5,"(28.6, 36.7)",32.9,"(29.0, 37.2)"
AR,Arkansas,Lafayette,5073,POINT (-93.6074236583095 33.241415618939),6101,4971,41.8,"(34.6, 49.2)",43.6,"(36.3, 51.2)"
WI,Wisconsin,Kewaunee,55061,POINT (-87.615398797136 44.5161730950219),20623,16427,34.7,"(28.1, 41.4)",36.4,"(29.6, 43.3)"
TX,Texas,Comal,48091,POINT (-98.2782109308562 29.8082695377616),184642,143958,34.8,"(29.4, 40.2)",35.7,"(30.3, 41.2)"
NE,Nebraska,Wheeler,31183,POINT (-98.5279499784813 41.9148559513919),785,603,29.8,"(24.9, 37.3)",32.2,"(27.1, 40.0)"
VA,Virginia,Norton,51720,POINT (-82.6294619312556 36.9308310308693),3609,2797,37.5,"(30.6, 45.0)",38.5,"(31.4, 46.0)"
CO,Colorado,Eagle,8037,POINT (-106.695496417597 39.6280227187944),55285,44159,28.7,"(23.2, 34.7)",28.7,"(23.3, 34.7)"
MO,Missouri,Marion,29127,POINT (-91.6224548033761 39.805944171417),28438,21886,39.5,"(33.0, 46.4)",40.9,"(34.3, 47.8)"
NC,North Carolina,Gaston,37071,POINT (-81.1801972591213 35.2943611535336),234215,182451,37.5,"(31.0, 44.2)",38.1,"(31.6, 44.8)"
AL,Alabama,Marengo,1091,POINT (-87.7895124506775 32.2478854975948),18745,14573,42.8,"(35.7, 50.3)",43.9,"(36.7, 51.5)"
IA,Iowa,Mitchell,19131,POINT (-92.788873921648 43.3563415799349),10532,8039,32.3,"(25.7, 39.5)",34.2,"(27.4, 41.6)"
AR,Arkansas,Nevada,5099,POINT (-93.3071170868575 33.6633038300917),8181,6364,42.7,"(35.5, 50.5)",44.2,"(36.9, 52.1)"
IN,Indiana,Lawrence,18093,POINT (-86.4831953393558 38.8410413548548),45222,35682,38.0,"(31.4, 44.4)",39.4,"(32.7, 46.0)"
CO,Colorado,La Plata,8067,POINT (-107.843443917633 37.2866354863835),56607,46826,27.5,"(22.5, 32.9)",28.3,"(23.2, 33.9)"
IL,Illinois,Wabash,17185,POINT (-87.8434564794453 38.4466641598799),11087,8664,35.7,"(28.5, 43.1)",37.6,"(30.1, 45.2)"
AL,Alabama,Washington,1129,POINT (-88.2081714139416 31.4075499895542),15122,11883,42.9,"(35.8, 50.5)",44.4,"(37.2, 52.0)"
TX,Texas,Foard,48155,POINT (-99.7779429251339 33.9747830849659),1057,839,38.2,"(34.3, 41.9)",40.6,"(36.5, 44.4)"
ND,North Dakota,Ransom,38073,POINT (-97.6574454800637 46.4562203599043),5640,4395,30.9,"(24.9, 37.6)",32.4,"(26.2, 39.3)"
MI,Michigan,Otsego,26137,POINT (-84.5991763302344 45.0212471320852),25644,20375,34.4,"(28.0, 41.3)",35.8,"(29.3, 42.8)"
MO,Missouri,Wayne,29223,POINT (-90.4615691266314 37.1126282484814),10792,8623,39.8,"(33.0, 47.4)",41.2,"(34.2, 48.8)"
TX,Texas,Shelby,48419,POINT (-94.1455239058932 31.792224856062),24008,17824,39.5,"(32.6, 48.5)",40.6,"(33.6, 49.5)"
ID,Idaho,Franklin,16041,POINT (-111.813247947913 42.1809525302421),15189,10610,33.2,"(27.2, 39.8)",34.0,"(27.9, 40.7)"
AR,Arkansas,Stone,5137,POINT (-92.1570988831634 35.8596284960808),12575,10116,39.7,"(32.9, 46.6)",42.0,"(35.0, 49.0)"
CO,Colorado,Pueblo,8101,POINT (-104.512455462804 38.1734469855067),169544,132652,36.7,"(31.7, 41.7)",37.7,"(32.7, 42.7)"
WI,Wisconsin,Vernon,55123,POINT (-90.8341650417426 43.5938998571469),31060,23021,30.6,"(24.9, 36.8)",32.3,"(26.4, 38.8)"
AL,Alabama,Conecuh,1035,POINT (-86.9935445067511 31.4293022573494),11206,8943,41.8,"(34.1, 49.3)",43.7,"(35.9, 51.3)"
GA,Georgia,Fayette,13113,POINT (-84.4949703697974 33.4135379836022),122030,94742,33.3,"(27.7, 39.3)",34.8,"(29.0, 40.9)"
VA,Virginia,Prince William,51153,POINT (-77.4806568205159 38.7028887252261),486943,359099,38.4,"(34.2, 42.9)",38.1,"(33.9, 42.6)"
MN,Minnesota,Pipestone,27117,POINT (-96.258699156012 44.0228579437329),9355,6833,29.5,"(23.6, 35.7)",31.0,"(24.8, 37.3)"
TN,Tennessee,Wilson,47189,POINT (-86.2966144804247 36.1542947750391),158555,122094,38.2,"(32.2, 44.6)",38.9,"(32.7, 45.3)"
AR,Arkansas,Lawrence,5075,POINT (-91.1072092066806 36.041205068049),16205,12618,39.0,"(32.4, 45.8)",40.2,"(33.5, 47.2)"
SD,South Dakota,Clay,46027,POINT (-96.9756758496427 42.9146390939177),15280,12690,31.4,"(25.1, 38.1)",33.2,"(26.7, 40.0)"
MT,Montana,Missoula,30063,POINT (-113.923598949426 47.0365296184617),121041,99549,27.1,"(23.5, 31.2)",27.9,"(24.3, 32.1)"
FL,Florida,Putnam,12107,POINT (-81.7441497161206 29.6086037445797),74731,59029,40.2,"(34.5, 45.9)",42.5,"(36.6, 48.4)"
IN,Indiana,Huntington,18069,POINT (-85.4881271128976 40.829052243995),36834,28871,34.2,"(27.9, 40.7)",35.3,"(28.9, 41.8)"
PA,Pennsylvania,Chester,42029,POINT (-75.7478952890845 39.9733449188581),545823,427058,31.7,"(26.1, 37.6)",32.6,"(26.9, 38.6)"
IL,Illinois,Brown,17009,POINT (-90.7503721365036 39.9613825830312),6330,5247,39.8,"(32.0, 47.6)",40.0,"(32.3, 47.9)"
ID,Idaho,Lincoln,16063,POINT (-114.138461485006 43.0023295316481),5329,3948,32.8,"(26.3, 39.7)",33.4,"(26.8, 40.4)"
LA,Louisiana,Rapides,22079,POINT (-92.5332951184177 31.1984779886791),127189,95774,40.7,"(34.9, 46.7)",41.8,"(36.0, 47.9)"
IA,Iowa,Des Moines,19057,POINT (-91.1815785241532 40.9228727510382),38293,29786,31.4,"(26.1, 37.0)",32.6,"(27.3, 38.4)"
ID,Idaho,Bonneville,16019,POINT (-111.614650145003 43.3878527716182),129496,91190,36.4,"(31.8, 40.9)",36.8,"(32.2, 41.3)"
KS,Kansas,Cloud,20029,POINT (-97.6491868302205 39.4802813599437),8946,6835,34.6,"(28.1, 41.5)",35.8,"(29.3, 42.9)"
KS,Kansas,Scott,20171,POINT (-100.906661843738 38.4822077828267),5014,3733,33.9,"(27.8, 40.7)",35.6,"(29.4, 42.6)"
AR,Arkansas,Searcy,5129,POINT (-92.6994901353755 35.9111264752522),7918,6329,40.2,"(33.0, 47.7)",42.0,"(34.8, 49.6)"
NY,New York,Broome,36007,POINT (-75.8203478318094 42.1606085222515),197117,160058,34.4,"(30.2, 38.8)",36.6,"(32.3, 41.1)"
AR,Arkansas,Calhoun,5013,POINT (-92.5029413111612 33.5580587155721),4695,3837,39.1,"(32.0, 46.2)",40.8,"(33.6, 48.0)"
WI,Wisconsin,Grant,55043,POINT (-90.7062231148826 42.8676445934436),51276,40534,34.3,"(28.6, 40.4)",35.9,"(30.1, 42.2)"
TX,Texas,San Augustine,48405,POINT (-94.1681043693853 31.3946415089641),7857,6296,39.5,"(31.9, 47.6)",41.8,"(33.9, 50.1)"
GA,Georgia,Colquitt,13071,POINT (-83.7688122592835 31.1884393973825),45762,34119,38.7,"(32.4, 45.3)",39.6,"(33.2, 46.2)"
WA,Washington,Jefferson,53031,POINT (-123.594047250427 47.7491000957336),33589,29795,26.5,"(22.1, 31.1)",29.4,"(24.7, 34.4)"
KY,Kentucky,Breathitt,21025,POINT (-83.3232215203167 37.5213497423623),13351,10571,41.6,"(35.1, 51.1)",42.8,"(36.2, 52.4)"
IL,Illinois,Whiteside,17195,POINT (-89.9143139022835 41.7561278441727),54658,42811,34.1,"(27.6, 41.1)",35.8,"(29.1, 42.9)"
CA,California,Calaveras,6009,POINT (-120.554047814815 38.2047708244318),46563,38508,33.3,"(27.1, 39.7)",35.1,"(28.7, 41.6)"
NC,North Carolina,Craven,37049,POINT (-77.0916632156451 35.1237779325124),100874,79170,33.3,"(27.4, 40.0)",34.8,"(28.7, 41.6)"
GA,Georgia,Brooks,13027,POINT (-83.5801358740807 30.8426528591046),16253,12829,41.7,"(35.2, 48.4)",42.9,"(36.4, 49.6)"
OH,Ohio,Ashtabula,39007,POINT (-80.7483101330855 41.7071560039231),97014,76002,37.2,"(32.2, 42.3)",38.7,"(33.6, 43.9)"
VA,Virginia,Grayson,51077,POINT (-81.2244151028584 36.6563298243171),15343,12876,37.7,"(31.2, 44.7)",39.7,"(32.9, 46.8)"
VA,Virginia,Martinsville,51690,POINT (-79.8636674671409 36.6819091070355),13725,10057,42.8,"(35.3, 50.2)",44.1,"(36.5, 51.5)"
OR,Oregon,Jefferson,41031,POINT (-121.176060060518 44.6292962324292),25330,19595,33.6,"(27.2, 40.6)",34.7,"(28.3, 41.9)"
IN,Indiana,Howard,18067,POINT (-86.1168990827682 40.4836015178062),83574,64667,36.5,"(30.9, 42.4)",38.1,"(32.4, 44.0)"
NY,New York,Tompkins,36109,POINT (-76.4731803143475 42.4518588047032),104777,90427,34.7,"(29.3, 40.3)",36.3,"(30.9, 42.1)"
AL,Alabama,Dale,1045,POINT (-85.6109266826185 31.4316629601359),49544,38039,38.9,"(32.5, 46.0)",39.7,"(33.3, 46.8)"
MT,Montana,Gallatin,30031,POINT (-111.170409745643 45.5418628228387),124857,101640,28.4,"(24.7, 32.4)",28.9,"(25.2, 33.0)"
NJ,New Jersey,Hudson,34017,POINT (-74.0775216353661 40.7357102732875),703366,563977,39.3,"(35.4, 43.5)",38.9,"(34.9, 43.0)"
MN,Minnesota,Steele,27147,POINT (-93.226186337207 44.0223725505078),37398,28412,28.3,"(23.2, 34.1)",29.1,"(23.9, 35.0)"
AL,Alabama,Madison,1089,POINT (-86.550355969647 34.7630088775779),403565,317999,37.5,"(32.6, 42.6)",38.4,"(33.4, 43.6)"
UT,Utah,Kane,49025,POINT (-111.888566184301 37.2846913760776),8227,6321,33.6,"(27.1, 40.6)",35.1,"(28.4, 42.2)"
UT,Utah,Iron,49021,POINT (-113.289705268813 37.8593035507796),62429,45589,31.9,"(26.7, 37.0)",32.7,"(27.4, 37.9)"
IA,Iowa,Jones,19105,POINT (-91.1315346507594 42.1211945179195),20848,16606,34.1,"(28.1, 40.6)",35.6,"(29.5, 42.2)"
LA,Louisiana,Caldwell,22021,POINT (-92.1165202353194 32.0924614365506),9554,7348,40.4,"(33.6, 47.5)",41.6,"(34.7, 48.8)"
TX,Texas,Anderson,48001,POINT (-95.6522925576106 31.8129156311575),58064,47096,41.8,"(34.1, 49.4)",41.9,"(34.2, 49.5)"
TX,Texas,Kerr,48265,POINT (-99.350036097122 30.0614415386798),53741,43680,36.1,"(29.4, 43.2)",38.5,"(31.6, 45.8)"
VA,Virginia,Essex,51057,POINT (-76.9520297912605 37.9430642422513),10630,8790,40.6,"(33.8, 47.5)",42.3,"(35.5, 49.2)"
OK,Oklahoma,Okmulgee,40111,POINT (-95.9642441930867 35.6465877154505),36990,28339,38.2,"(31.7, 45.2)",39.2,"(32.7, 46.3)"
IN,Indiana,Spencer,18147,POINT (-87.0078072940662 38.014215806549),19967,15666,34.1,"(27.4, 41.0)",35.6,"(28.8, 42.7)"
WA,Washington,Pierce,53053,POINT (-122.1116191332 47.026713492138),927380,716485,37.0,"(34.2, 39.8)",37.2,"(34.4, 40.1)"
MT,Montana,Hill,30041,POINT (-110.109576831952 48.6283364408587),16068,11607,35.1,"(30.1, 40.4)",36.0,"(30.9, 41.3)"
TN,Tennessee,Maury,47119,POINT (-87.0773669736942 35.6172345332644),108159,83734,39.2,"(33.1, 45.7)",40.0,"(33.8, 46.6)"
SD,South Dakota,Hanson,46061,POINT (-97.7870607650821 43.6748173790329),3461,2499,30.6,"(23.8, 37.8)",31.1,"(24.3, 38.4)"
WI,Wisconsin,Marinette,55075,POINT (-88.0335910948551 45.3828910098394),41988,34155,31.9,"(26.3, 37.8)",33.1,"(27.5, 39.2)"
CO,Colorado,Moffat,8081,POINT (-108.207493719642 40.6184441818552),13177,9940,33.0,"(26.6, 40.2)",33.7,"(27.2, 41.0)"
NV,Nevada,Elko,32007,POINT (-115.357816697339 41.146014947299),54046,39741,37.7,"(31.6, 44.0)",37.8,"(31.8, 44.2)"
MT,Montana,Valley,30105,POINT (-106.668213499026 48.364902327122),7513,5884,31.6,"(26.0, 37.8)",33.4,"(27.6, 39.8)"
WI,Wisconsin,Lafayette,55065,POINT (-90.1315739992228 42.6605000770287),16877,12794,33.4,"(27.3, 40.1)",35.1,"(28.8, 41.9)"
NC,North Carolina,Graham,37075,POINT (-83.8330304431855 35.3499181619087),7980,6411,32.6,"(25.8, 39.8)",34.3,"(27.3, 41.7)"
TX,Texas,Llano,48299,POINT (-98.6842723266415 30.7058285509111),22540,19148,33.7,"(26.9, 40.6)",37.9,"(30.6, 45.1)"
